"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2020-9547,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to com.ibatis.sqlmap.engine.transaction.jta.JtaTransactionConfig (aka ibatis-sqlmap).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2020-9548,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPConfig (aka anteros-core).",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2022-42003,CWE-502 Deserialization of Untrusted Data,"In FasterXML jackson-databind before 2.14.0-rc1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled. Additional fix version in 2.13.4.1 and 2.12.17.1",NVD,"","","",HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2022-42004,CWE-502 Deserialization of Untrusted Data,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.",NVD,"","","",HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-dataformat-cbor-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\dataformat\jackson-dataformat-cbor\2.8.7\jackson-dataformat-cbor-2.8.7.jar,"Support for reading and writing Concise Binary Object Representation ([CBOR](https://www.rfc-editor.org/info/rfc7049) encoded data using Jackson abstractions (streaming API, data binding, tree model)",http://www.apache.org/licenses/LICENSE-2.0.txt,a888ae9515c9be1605e6dd3081f56430,c63d6021cbdc3683cb0c48da81660bc15f1adeba,pkg:maven/com.fasterxml.jackson.dataformat/jackson-dataformat-cbor@2.8.7,cpe:2.3:a:fasterxml:jackson-dataformat-xml:2.8.7:*:*:*:*:*:*:*,CVE-2020-28491,CWE-770 Allocation of Resources Without Limits or Throttling,"This affects the package com.fasterxml.jackson.dataformat:jackson-dataformat-cbor from 0 and before 2.11.4, from 2.12.0-rc1 and before 2.12.1. Unchecked allocation of byte buffer can cause a java.lang.OutOfMemoryError exception.",OSSINDEX,HIGH,7.5,/AV:N/AC:L/Au:/C:N/I:N/A:H,"","","",HIGH,41
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-datatype-jsr310-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jsr310\2.8.7\jackson-datatype-jsr310-2.8.7.jar,Add-on module to support JSR-310 (Java 8 Date & Time API) data types.,http://www.apache.org/licenses/LICENSE-2.0.txt,c44bc74f3b3bcf83fc98743263e56e79,7a7d1f890e6c96bb386db4937c96bf3c3f95528a,pkg:maven/com.fasterxml.jackson.datatype/jackson-datatype-jsr310@2.8.7,cpe:2.3:a:fasterxml:jackson-modules-java8:2.8.7:*:*:*:*:*:*:*,CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,39
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jboss-websocket-api_1.1_spec-1.1.0.Final.jar,C:\Users\filip\.m2\repository\org\jboss\spec\javax\websocket\jboss-websocket-api_1.1_spec\1.1.0.Final\jboss-websocket-api_1.1_spec-1.1.0.Final.jar,JSR-356: Java(TM) API for WebSocket 1.1 classes,"Common Development and Distribution License: http://repository.jboss.org/licenses/cddl.txt GNU General Public License, Version 2 with the Classpath Exception: http://repository.jboss.org/licenses/gpl-2.0-ce.txt",03beb17b9d31fe3213c3041ca163111e,a89cc6c8f15c06aed6fe81482e168248ad7c76d3,pkg:maven/org.jboss.spec.javax.websocket/jboss-websocket-api_1.1_spec@1.1.0.Final,cpe:2.3:a:java-websocket_project:java-websocket:1.1.0:*:*:*:*:*:*:*,CVE-2020-11050,CWE-295 Improper Certificate Validation,"In Java-WebSocket less than or equal to 1.4.1, there is an Improper Validation of Certificate with Host Mismatch where WebSocketClient does not perform SSL hostname validation. This has been patched in 1.5.0.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,42
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jmespath-java-1.11.586.jar,C:\Users\filip\.m2\repository\com\amazonaws\jmespath-java\1.11.586\jmespath-java-1.11.586.jar,Implementation of the JMES Path JSON Query langauge for Java.,"Apache License, Version 2.0: https://aws.amazon.com/apache2.0",339c4d37ea6adfa176a9c111540205cf,908380dfe77603cef3f432dba6571f0aa47fd15c,pkg:maven/com.amazonaws/jmespath-java@1.11.586,cpe:2.3:a:amazon:aws-sdk-java:1.11.586:*:*:*:*:*:*:*,CVE-2022-31159,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The AWS SDK for Java enables Java developers to work with Amazon Web Services. A partial-path traversal issue exists within the `downloadDirectory` method in the AWS S3 TransferManager component of the AWS SDK for Java v1 prior to version 1.12.261. Applications using the SDK control the `destinationDirectory` argument, but S3 object keys are determined by the application that uploaded the objects. The `downloadDirectory` method allows the caller to pass a filesystem object in the object key but contained an issue in the validation logic for the key name. A knowledgeable actor could bypass the validation logic by including a UNIX double-dot in the bucket key. Under certain conditions, this could permit them to retrieve a directory from their S3 bucket that is one level up in the filesystem from their working directory. This issue’s scope is limited to directories whose name prefix matches the destinationDirectory. E.g. for destination directory`/tmp/foo`, the actor can cause a download to `/tmp/foo-bar`, but not `/tmp/bar`. If `com.amazonaws.services.s3.transfer.TransferManager::downloadDirectory` is used to download an untrusted buckets contents, the contents of that bucket can be written outside of the intended destination directory. Version 1.12.261 contains a patch for this issue. As a workaround, when calling `com.amazonaws.services.s3.transfer.TransferManager::downloadDirectory`, pass a `KeyFilter` that forbids `S3ObjectSummary` objects that `getKey` method return a string containing the substring `..` .",NVD,"","","",MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGH,24
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",logback-core-1.1.11.jar,C:\Users\filip\.m2\repository\ch\qos\logback\logback-core\1.1.11\logback-core-1.1.11.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",cc7a8deacd26b0aa2668779ce2721c0f,88b8df40340eed549fb07e2613879bf6b006704d,pkg:maven/ch.qos.logback/logback-core@1.1.11,cpe:2.3:a:qos:logback:1.1.11:*:*:*:*:*:*:*,CVE-2017-5929,CWE-502 Deserialization of Untrusted Data,QOS.ch Logback before 1.2.0 has a serialization vulnerability affecting the SocketServer and ServerSocketReceiver components.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",logback-core-1.1.11.jar,C:\Users\filip\.m2\repository\ch\qos\logback\logback-core\1.1.11\logback-core-1.1.11.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",cc7a8deacd26b0aa2668779ce2721c0f,88b8df40340eed549fb07e2613879bf6b006704d,pkg:maven/ch.qos.logback/logback-core@1.1.11,cpe:2.3:a:qos:logback:1.1.11:*:*:*:*:*:*:*,CVE-2021-42550,CWE-502 Deserialization of Untrusted Data,"In logback version 1.2.7 and prior versions, an attacker with the required privileges to edit configurations files could craft a malicious configuration allowing to execute arbitrary code loaded from LDAP servers.",NVD,HIGH,8.5,/AV:N/AC:M/Au:S/C:C/I:C/A:C,MEDIUM,6.6,/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,HIGH,32
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2017-18640,CWE-776 Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The Alias feature in SnakeYAML before 1.26 allows entity expansion during a load operation, a related issue to CVE-2003-1564.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2022-25857,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),The package org.yaml:snakeyaml from 0 and before 1.31 are vulnerable to Denial of Service (DoS) due missing to nested depth limitation for collections.,NVD,"","","",HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2022-38749,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2022-38750,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,5.5,/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2022-38751,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",NVD,"","","",MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2022-38752,CWE-787 Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack-overflow.",NVD,"","","",MEDIUM,6.5,/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",snakeyaml-1.17.jar,C:\Users\filip\.m2\repository\org\yaml\snakeyaml\1.17\snakeyaml-1.17.jar,YAML 1.1 parser and emitter for Java,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",ab621c3cee316236ad04a6f0fe4dd17c,7a27ea250c5130b2922b86dea63cbb1cc10a660c,pkg:maven/org.yaml/snakeyaml@1.17,"cpe:2.3:a:snakeyaml_project:snakeyaml:1.17:*:*:*:*:*:*:*, cpe:2.3:a:yaml_project:yaml:1.17:*:*:*:*:*:*:*",CVE-2022-41854,CWE-787 Out-of-bounds Write,"Those using Snakeyaml to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack overflow. This effect may support a denial of service attack.",NVD,"","","",MEDIUM,6.5,/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,28
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2013-4152,"CWE-264 Permissions, Privileges, and Access Controls","The Spring OXM wrapper in Spring Framework before 3.2.4 and 4.0.0.M1, when using the JAXB marshaller, does not disable entity resolution, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via an XML external entity declaration in conjunction with an entity reference in a (1) DOMSource, (2) StAXSource, (3) SAXSource, or (4) StreamSource, aka an XML External Entity (XXE) issue.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2013-7315,"CWE-264 Permissions, Privileges, and Access Controls","The Spring MVC in Spring Framework before 3.2.4 and 4.0.0.M1 through 4.0.0.M2 does not disable external entity resolution for the StAX XMLInputFactory, which allows context-dependent attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML with JAXB, aka an XML External Entity (XXE) issue, and a different vulnerability than CVE-2013-4152.  NOTE: this issue was SPLIT from CVE-2013-4152 due to different affected versions.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2014-0054,CWE-352 Cross-Site Request Forgery (CSRF),"The Jaxb2RootElementHttpMessageConverter in Spring MVC in Spring Framework before 3.2.8 and 4.0.0 before 4.0.2 does not disable external entity resolution, which allows remote attackers to read arbitrary files, cause a denial of service, and conduct CSRF attacks via crafted XML, aka an XML External Entity (XXE) issue.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-4152, CVE-2013-7315, and CVE-2013-6429.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,"","","",HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2016-1000027,CWE-502 Deserialization of Untrusted Data,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2017-8046,CWE-20 Improper Input Validation,"Malicious PATCH requests submitted to servers using Spring Data REST versions prior to 2.6.9 (Ingalls SR9), versions prior to 3.0.1 (Kay SR1) and Spring Boot versions prior to 1.5.9, 2.0 M6 can use specially crafted JSON data to run arbitrary Java code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-11039,NVD-CWE-noinfo,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-11040,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,"Spring Framework, versions 5.0.x prior to 5.0.7 and 4.3.x prior to 4.3.18 and older unsupported versions, allows web applications to enable cross-domain requests via JSONP (JSON with Padding) through AbstractJsonpResponseBodyAdvice for REST controllers and MappingJackson2JsonView for browser requests. Both are not enabled by default in Spring Framework nor Spring Boot, however, when MappingJackson2JsonView is configured in an application, JSONP support is automatically ready to use through the ""jsonp"" and ""callback"" JSONP parameters, enabling cross-domain requests.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,34
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",spring-boot-1.5.2.RELEASE.jar,C:\Users\filip\.m2\repository\org\springframework\boot\spring-boot\1.5.2.RELEASE\spring-boot-1.5.2.RELEASE.jar,Spring Boot,"",b1079a44277b381c3a5920272d230964,46bb5d8c9ab5d3ef9e158ca5906ee7d3569befc1,pkg:maven/org.springframework.boot/spring-boot@1.5.2.RELEASE,"cpe:2.3:a:vmware:spring_boot:1.5.2:release:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:1.5.2:release:*:*:*:*:*:*",CVE-2018-1196,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"Spring Boot supports an embedded launch script that can be used to easily run the application as a systemd or init.d linux service. The script included with Spring Boot 1.5.9 and earlier and 2.0.0.M1 through 2.0.0.M7 is susceptible to a symlink attack which allows the ""run_user"" to overwrite and take ownership of any file on the same system. In order to instigate the attack, the application must be installed as a service and the ""run_user"" requires shell access to the server. Spring Boot application that are not installed as a service, or are not using the embedded launch script are not susceptible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,34
